Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population
860,Michigan,Universities and Colleges,University of Michigan:  Ann Arbor ,5,4,1,0,0,0,0,5,0,1,2,2,"46,316"
861,Michigan,Universities and Colleges,University of Michigan:  Dearborn,1,0,1,0,0,0,0,1,0,1,0,0,"10,714"
862,Michigan,Universities and Colleges,University of Michigan:  Flint,2,1,0,1,0,0,0,2,2,0,0,0,"9,455"
863,Michigan,Metropolitan Counties,Bay,1,1,0,0,0,0,0,1,0,1,0,0,
864,Michigan,Metropolitan Counties,Calhoun,3,1,0,0,2,0,0,3,2,1,0,0,
865,Michigan,Metropolitan Counties,Eaton,2,1,0,0,1,0,0,2,0,0,2,0,
866,Michigan,Metropolitan Counties,Genesee,6,4,1,0,0,1,0,6,0,5,0,1,
867,Michigan,Metropolitan Counties,Ingham,1,1,0,0,0,0,0,1,0,0,0,1,
868,Michigan,Metropolitan Counties,Ionia,6,6,0,0,0,0,0,6,0,1,3,2,
869,Michigan,Metropolitan Counties,Kent,6,3,0,3,0,0,0,6,0,1,4,1,
870,Michigan,Metropolitan Counties,Lapeer,1,0,1,0,0,0,0,1,0,1,0,0,
871,Michigan,Metropolitan Counties,Livingston,1,1,0,0,0,0,0,1,0,1,0,0,
872,Michigan,Metropolitan Counties,Monroe,3,3,0,0,0,0,0,3,2,0,1,0,
873,Michigan,Metropolitan Counties,Muskegon,1,1,0,0,0,0,0,1,1,0,0,0,
874,Michigan,Metropolitan Counties,Ottawa,7,5,2,0,0,0,0,7,6,0,1,0,
875,Michigan,Metropolitan Counties,Saginaw,1,0,0,1,0,0,0,1,0,1,0,0,
876,Michigan,Metropolitan Counties,Washtenaw,2,1,1,0,0,0,0,2,1,1,0,0,
877,Michigan,Nonmetropolitan Counties,Allegan,1,0,0,1,0,0,0,1,0,1,0,0,
878,Michigan,Nonmetropolitan Counties,Alpena,1,0,0,0,0,1,0,1,0,0,0,1,
879,Michigan,Nonmetropolitan Counties,Barry,3,3,0,0,0,0,0,3,1,0,2,0,
880,Michigan,Nonmetropolitan Counties,Charlevoix,1,0,0,1,0,0,0,1,0,1,0,0,
881,Michigan,Nonmetropolitan Counties,Chippewa,2,1,0,0,1,0,0,2,1,1,0,0,
882,Michigan,Nonmetropolitan Counties,Delta,1,0,0,0,0,1,0,1,1,0,0,0,
883,Michigan,Nonmetropolitan Counties,Gladwin,1,0,0,1,0,0,0,1,0,0,1,0,
884,Michigan,Nonmetropolitan Counties,Isabella,2,2,0,0,0,0,0,2,0,1,0,1,
885,Michigan,Nonmetropolitan Counties,Luce,1,1,0,0,0,0,0,1,0,1,0,0,
886,Michigan,Nonmetropolitan Counties,Newaygo,1,0,1,0,0,0,0,1,0,0,1,0,
887,Michigan,Nonmetropolitan Counties,Oceana,1,1,0,0,0,0,0,1,1,0,0,0,
888,Michigan,Nonmetropolitan Counties,Osceola,1,0,0,1,0,0,0,1,1,0,0,0,
889,Michigan,Nonmetropolitan Counties,St. Joseph,1,1,0,0,0,0,0,1,0,1,0,0,
890,Michigan,Nonmetropolitan Counties,Tuscola,1,1,0,0,0,0,0,1,0,0,0,1,
891,Michigan,Nonmetropolitan Counties,Van Buren,4,1,3,0,0,0,0,4,2,0,1,1,
892,Michigan,State Police Agencies,State Police: Alger County,1,0,1,0,0,0,0,1,1,0,0,0,
893,Michigan,State Police Agencies,State Police: Allegan County,1,1,0,0,0,0,0,1,0,1,0,0,
894,Michigan,State Police Agencies,State Police: Alpena County,2,1,1,0,0,0,0,2,0,1,0,1,
895,Michigan,State Police Agencies,State Police: Arenac County,1,1,0,0,0,0,0,1,0,0,1,0,
896,Michigan,State Police Agencies,State Police: Barry County,1,1,0,0,0,0,0,1,0,1,0,0,
897,Michigan,State Police Agencies,State Police: Berrien County,3,3,0,0,0,0,0,3,0,0,3,0,
898,Michigan,State Police Agencies,State Police: Calhoun County,4,4,0,0,0,0,0,4,1,1,1,1,
899,Michigan,State Police Agencies,State Police: Chippewa County,4,3,0,1,0,0,0,4,2,0,1,1,
900,Michigan,State Police Agencies,State Police: Delta County,1,1,0,0,0,0,0,1,0,0,0,1,
901,Michigan,State Police Agencies,State Police: Eaton County,1,1,0,0,0,0,0,1,0,0,1,0,
902,Michigan,State Police Agencies,State Police: Genesee County,1,1,0,0,0,0,0,1,1,0,0,0,
903,Michigan,State Police Agencies,State Police: Hillsdale County,1,1,0,0,0,0,0,1,1,0,0,0,
904,Michigan,State Police Agencies,State Police: Ionia County,1,1,0,0,0,0,0,1,1,0,0,0,
905,Michigan,State Police Agencies,State Police: Iosco County,1,1,0,0,0,0,0,1,0,1,0,0,
906,Michigan,State Police Agencies,State Police: Isabella County,1,1,0,0,0,0,0,1,0,1,0,0,
907,Michigan,State Police Agencies,State Police: Jackson County,4,2,1,1,0,0,0,4,1,1,1,1,
908,Michigan,State Police Agencies,State Police: Kalamazoo County,2,2,0,0,0,0,0,2,0,2,0,0,
909,Michigan,State Police Agencies,State Police: Livingston County,2,2,0,0,0,0,0,2,2,0,0,0,
910,Michigan,State Police Agencies,State Police: Macomb County,1,1,0,0,0,0,0,1,0,0,1,0,
911,Michigan,State Police Agencies,State Police: Mecosta County,1,1,0,0,0,0,0,1,0,0,1,0,
912,Michigan,State Police Agencies,State Police: Montcalm County,6,4,2,0,0,0,0,6,2,1,1,2,
913,Michigan,State Police Agencies,State Police: Muskegon County,2,1,0,0,1,0,0,2,1,1,0,0,
914,Michigan,State Police Agencies,State Police: Oakland County,1,0,0,1,0,0,0,1,0,0,1,0,
915,Michigan,State Police Agencies,State Police: Saginaw County,2,2,0,0,0,0,0,2,0,0,1,1,
916,Michigan,State Police Agencies,State Police: Schoolcraft County,2,2,0,0,0,0,0,2,0,2,0,0,
917,Michigan,State Police Agencies,State Police: Shiawassee County,3,3,0,0,0,0,0,3,0,2,1,0,
918,Michigan,State Police Agencies,State Police: St. Clair County,1,1,0,0,0,0,0,1,0,0,0,1,
919,Michigan,State Police Agencies,State Police: St. Joseph County,1,1,0,0,0,0,0,1,0,0,1,0,
920,Michigan,State Police Agencies,State Police: Van Buren County,1,1,0,0,0,0,0,1,1,0,0,0,
921,Michigan,State Police Agencies,State Police: Washtenaw County,2,2,0,0,0,0,0,2,1,1,0,0,
922,Michigan,State Police Agencies,State Police: Wayne County,3,3,0,0,0,0,0,3,2,0,0,1,
923,Michigan,State Police Agencies,State Police: Wexford County,1,1,0,0,0,0,0,1,0,1,0,0,
924,Michigan,Tribal Agencies,Little River Band of Ottawa Indians,1,1,0,0,0,0,0,1,0,0,0,1,
925,Michigan,Other Agencies,Gerald R. Ford International Airport,1,1,0,0,0,0,0,1,0,0,1,0,
926,Minnesota,Cities,Blaine,1,1,0,0,0,0,0,1,0,0,1,0,"65,649"
927,Minnesota,Cities,Brooklyn Park,4,2,1,1,0,0,0,4,1,2,1,0,"81,263"
928,Minnesota,Cities,Columbia Heights,1,1,0,0,0,0,0,1,0,0,1,0,"21,119"
929,Minnesota,Cities,Coon Rapids,3,2,0,1,0,0,0,3,1,1,0,1,"62,818"
930,Minnesota,Cities,Detroit Lakes,2,0,1,0,1,0,0,2,0,1,1,0,"9,289"
931,Minnesota,Cities,Eden Prairie,1,0,1,0,0,0,0,1,0,0,0,1,"64,917"
932,Minnesota,Cities,Fairmont,1,1,0,0,0,0,0,1,0,0,1,0,"10,053"
933,Minnesota,Cities,Fergus Falls,1,1,0,0,0,0,0,1,1,0,0,0,"13,839"
934,Minnesota,Cities,Inver Grove Heights,1,1,0,0,0,0,0,1,0,0,0,1,"35,592"
935,Minnesota,Cities,Janesville,1,1,0,0,0,0,0,1,0,0,0,1,"2,259"
936,Minnesota,Cities,Lakeville,6,4,1,1,0,0,0,6,1,0,3,2,"64,914"
937,Minnesota,Cities,Mankato,8,7,1,0,0,0,0,8,1,0,4,3,"42,606"
938,Minnesota,Cities,Maple Grove,1,1,0,0,0,0,0,1,1,0,0,0,"72,502"
939,Minnesota,Cities,Maplewood,5,2,2,1,0,0,0,5,0,1,4,0,"41,339"
940,Minnesota,Cities,Mendota Heights,1,0,1,0,0,0,0,1,0,0,0,1,"11,381"
941,Minnesota,Cities,Minneapolis,23,8,1,14,0,0,0,23,4,7,7,5,"428,261"
942,Minnesota,Cities,Minnetonka,1,0,1,0,0,0,0,1,0,1,0,0,"53,573"
943,Minnesota,Cities,Moorhead,3,2,0,1,0,0,0,3,2,0,0,1,"43,657"
944,Minnesota,Cities,Mounds View,1,1,0,0,0,0,0,1,0,0,1,0,"13,235"
945,Minnesota,Cities,New Brighton,2,2,0,0,0,0,0,2,0,0,2,0,"22,978"
946,Minnesota,Cities,North Branch,1,1,0,0,0,0,0,1,0,0,1,0,"10,511"
947,Minnesota,Cities,Northfield,1,1,0,0,0,0,0,1,0,0,1,0,"19,327"
948,Minnesota,Cities,Prior Lake,2,2,0,0,0,0,0,2,0,0,0,2,"26,925"
949,Minnesota,Cities,Red Wing,2,2,0,0,0,0,0,2,1,0,0,1,"16,405"
950,Minnesota,Cities,Rochester,5,2,3,0,0,0,0,5,3,2,0,0,"117,037"
951,Minnesota,Cities,St. Cloud,9,5,3,1,0,0,0,9,1,2,3,3,"54,591"
952,Minnesota,Cities,St. Louis Park,5,4,1,0,0,0,0,4,2,1,0,1,"49,595"
953,Minnesota,Cities,St. Paul,15,6,7,2,0,0,0,15,5,1,0,9,"309,756"
954,Minnesota,Cities,St. Peter,1,0,0,1,0,0,0,1,0,1,0,0,"12,012"
955,Minnesota,Cities,West St. Paul,1,1,0,0,0,0,0,1,1,0,0,0,"19,798"
956,Minnesota,Cities,Winnebago,1,0,0,0,1,0,0,1,0,0,1,0,"1,339"
957,Minnesota,Cities,Woodbury,1,1,0,0,0,0,0,1,1,0,0,0,"70,900"
958,Minnesota,Universities and Colleges,"University of Minnesota, Twin Cities",3,3,0,0,0,0,0,3,0,0,3,0,"64,860"
959,Minnesota,Metropolitan Counties,Carver,2,1,0,1,0,0,0,2,1,1,0,0,
960,Minnesota,Metropolitan Counties,Ramsey,6,4,1,0,1,0,0,6,0,0,5,1,
961,Minnesota,Metropolitan Counties,Sherburne,1,0,0,1,0,0,0,1,0,0,0,1,
962,Minnesota,Nonmetropolitan Counties,Waseca,1,0,1,0,0,0,0,1,0,1,0,0,
963,Minnesota,Tribal Agencies,White Earth Tribal,2,2,0,0,0,0,0,2,0,0,2,0,
964,Mississippi,Cities,Brandon,2,2,0,0,0,0,0,2,0,1,0,1,"24,283"
965,Mississippi,Cities,Clinton,1,0,0,1,0,0,0,1,0,0,0,1,"25,137"
966,Mississippi,Cities,Holly Springs,1,0,1,0,0,0,0,1,,,1,,"7,614"
967,Mississippi,Metropolitan Counties,DeSoto,1,0,0,1,0,0,0,1,1,0,0,0,
968,Missouri,Cities,Belton,2,2,0,0,0,0,0,2,0,0,1,1,"23,526"
969,Missouri,Cities,Blue Springs,4,4,0,0,0,0,0,4,1,1,1,1,"55,277"
970,Missouri,Cities,Duquesne,1,0,0,0,1,0,0,1,0,0,1,0,"1,736"
971,Missouri,Cities,Fulton,1,1,0,0,0,0,0,1,0,1,0,0,"12,856"
972,Missouri,Cities,Gladstone,1,0,1,0,0,0,0,1,0,0,0,1,"27,382"
973,Missouri,Cities,Grain Valley,1,1,0,0,0,0,0,1,0,0,1,0,"14,165"
974,Missouri,Cities,Independence,3,1,0,2,0,0,0,3,0,3,0,0,"117,368"
975,Missouri,Cities,Jefferson City,1,1,0,0,0,0,0,1,0,0,1,0,"42,834"
976,Missouri,Cities,Kansas City,33,29,0,3,0,0,1,33,9,10,7,7,"317,135"
977,Missouri,Cities,Lexington,1,1,0,0,0,0,0,1,0,0,0,1,"4,531"
978,Missouri,Cities,Lilbourn,1,0,0,0,1,0,0,1,0,0,1,0,"1,082"
979,Missouri,Cities,Macon,1,1,0,0,0,0,0,1,1,0,0,0,"5,368"
980,Missouri,Cities,Smithville,1,1,0,0,0,0,0,1,1,0,0,0,"10,012"
981,Missouri,Cities,St. Louis,2,1,0,1,0,0,0,2,0,0,1,1,"306,875"
982,Missouri,Cities,Wentzville,1,0,1,0,0,0,0,1,0,1,0,0,"41,057"
983,Missouri,Cities,West Plains,1,1,0,0,0,0,0,1,0,1,0,0,"12,277"
984,Missouri,Metropolitan Counties,St. Louis County Police Department,3,3,0,0,0,0,0,3,,0,1,2,
985,Missouri,Nonmetropolitan Counties,Dade,2,2,0,0,0,0,0,2,0,1,1,0,
986,Missouri,Nonmetropolitan Counties,Henry,1,1,0,0,0,0,0,4,0,0,0,4,
987,Missouri,Nonmetropolitan Counties,Laclede,1,0,0,1,0,0,0,1,0,0,0,1,
988,Missouri,Nonmetropolitan Counties,Ste. Genevieve,1,0,1,0,0,0,0,1,0,1,0,0,
989,Missouri,Nonmetropolitan Counties,Wayne,1,0,0,1,0,0,0,1,0,0,1,0,
990,Montana,Cities,Billings,1,0,0,1,0,0,0,1,1,0,0,0,"110,397"
991,Montana,Cities,Bozeman,1,0,0,1,0,0,0,1,0,0,0,1,"48,101"
992,Montana,Cities,Missoula,3,0,0,3,0,0,0,3,0,0,3,0,"74,300"
993,Montana,Universities and Colleges,University of Montana,1,1,0,0,0,0,0,1,0,1,0,0,"14,683"
994,Montana,Metropolitan Counties,Yellowstone,1,0,0,1,0,0,0,1,0,0,0,1,
995,Nebraska,Cities,Bellevue,1,0,0,0,1,0,0,1,0,0,1,0,"53,683"
996,Nebraska,Cities,Grand Island,2,0,0,2,0,0,0,2,0,2,0,0,"51,768"
997,Nebraska,Cities,La Vista,2,0,0,0,2,0,0,2,2,0,0,0,"17,177"
998,Nebraska,Cities,Lincoln,12,10,0,1,0,0,1,12,4,6,1,1,"288,589"
999,Nebraska,Cities,North Platte,1,0,0,1,0,0,0,1,0,0,1,0,"23,774"
1000,Nebraska,Cities,Ogallala,1,1,0,0,0,0,0,1,1,0,0,0,"4,512"
1001,Nebraska,Cities,Omaha,5,3,2,0,0,0,0,5,1,1,3,0,"469,351"
1002,Nebraska,Cities,Valley,1,1,0,0,0,0,0,1,,0,0,1,"2,334"
1003,Nebraska,Metropolitan Counties,Cass,1,0,0,1,0,0,0,1,0,0,1,0,
1004,Nebraska,Metropolitan Counties,Douglas,2,1,0,0,1,0,0,2,0,2,0,0,
1005,Nebraska,Metropolitan Counties,Howard,2,2,0,0,0,0,0,2,0,0,1,1,
1006,Nebraska,Metropolitan Counties,Merrick,2,2,0,0,0,0,0,2,2,0,0,0,
1007,Nebraska,Nonmetropolitan Counties,Perkins,1,1,0,0,0,0,0,1,0,0,0,1,
1008,Nebraska,Nonmetropolitan Counties,Thurston,1,1,0,0,0,0,0,1,0,1,0,0,
1009,Nevada,Cities,Boulder City,1,0,0,1,0,0,0,1,1,0,0,0,"16,112"
1010,Nevada,Cities,Henderson,5,3,2,0,0,0,0,5,1,1,3,0,"309,586"
1011,Nevada,Cities,Las Vegas Metropolitan Police Department,16,7,4,5,0,0,0,16,5,2,5,4,"1,644,390"
1012,Nevada,Cities,North Las Vegas,3,3,0,0,0,0,0,3,0,1,2,0,"246,951"
1013,Nevada,Cities,Reno,2,0,1,1,0,0,0,2,0,0,1,1,"252,341"
1014,Nevada,Universities and Colleges,"University of Nevada, Las Vegas",6,1,4,1,0,0,0,5,1,0,1,3,"34,647"
1015,Nevada,Nonmetropolitan Counties,Clark County School District,1,1,0,0,0,0,0,1,1,0,,,
1016,New Hampshire,Cities,Bedford,1,0,1,0,0,0,0,1,0,1,0,0,"22,640"
1017,New Hampshire,Cities,Carroll,1,0,0,1,0,0,0,1,0,0,0,1,730
1018,New Hampshire,Cities,Goffstown,1,1,0,0,0,0,0,1,0,0,0,1,"17,978"
1019,New Hampshire,Cities,Hinsdale,1,1,0,0,0,0,0,1,0,0,1,0,"3,855"
1020,New Hampshire,Cities,Lincoln,1,0,0,1,0,0,0,1,0,1,0,0,"1,772"
1021,New Hampshire,Cities,Manchester,2,2,0,0,0,0,0,2,1,0,1,0,"111,422"
1022,New Hampshire,Cities,Northumberland,1,1,0,0,0,0,0,1,0,0,0,1,"2,112"
1023,New Hampshire,Cities,Pelham,1,1,0,0,0,0,0,1,0,0,1,0,"13,795"
1024,New Hampshire,Cities,Seabrook,1,0,0,0,1,0,0,1,0,0,0,1,"8,941"
1025,New Hampshire,Universities and Colleges,University of New Hampshire,2,0,1,1,0,0,0,2,0,1,1,0,"16,599"
1026,New Hampshire,Nonmetropolitan Counties,Grafton,1,1,0,0,0,0,0,1,0,0,0,1,
1027,New Jersey,Cities,Aberdeen Township,5,2,0,1,0,0,2,5,1,2,0,2,"18,378"
1028,New Jersey,Cities,Barnegat Township,1,0,0,0,1,0,0,1,0,0,1,0,"22,777"
1029,New Jersey,Cities,Berkeley Heights Township,1,1,0,0,0,0,0,1,0,0,0,1,"13,646"
1030,New Jersey,Cities,Berlin,1,1,0,0,0,0,0,1,0,0,0,1,"7,495"
1031,New Jersey,Cities,Beverly,1,1,0,0,0,0,0,1,0,0,0,1,"2,497"
1032,New Jersey,Cities,Bloomingdale,1,1,0,0,0,0,0,1,0,1,0,0,"8,211"
1033,New Jersey,Cities,Boonton,5,3,2,0,0,0,0,5,0,2,2,1,"8,236"
1034,New Jersey,Cities,Bordentown Township,1,1,0,0,0,0,0,1,0,1,0,0,"12,323"
1035,New Jersey,Cities,Brick Township,1,0,1,0,0,0,0,1,0,0,1,0,"74,712"
1036,New Jersey,Cities,Bridgeton,9,4,1,4,0,0,0,9,5,0,1,3,"24,386"
1037,New Jersey,Cities,Bridgewater Township,2,1,0,1,0,0,0,2,2,0,0,0,"45,050"
1038,New Jersey,Cities,Brooklawn,1,1,0,0,0,0,0,1,0,0,0,1,"1,904"
1039,New Jersey,Cities,Burlington City,1,1,0,0,0,0,0,1,1,0,0,0,"9,817"
1040,New Jersey,Universities and Colleges,Camden County Police Department,1,0,1,0,0,0,0,1,1,0,0,0,"73,140"
1041,New Jersey,Cities,Carteret,1,0,1,0,0,0,0,1,0,1,0,0,"23,921"
1042,New Jersey,Cities,Cedar Grove Township,1,0,1,0,0,0,0,1,0,1,0,0,"12,566"
1043,New Jersey,Cities,Chatham,1,1,0,0,0,0,0,1,1,0,0,0,"8,793"
1044,New Jersey,Cities,Cherry Hill Township,6,2,2,2,0,0,0,6,4,0,2,0,"70,578"
1045,New Jersey,Cities,Cinnaminson Township,1,1,0,0,0,0,0,1,0,1,0,0,"16,630"
1046,New Jersey,Cities,Clifton,4,2,2,0,0,0,0,4,2,1,1,0,"85,732"
1047,New Jersey,Cities,Closter,3,1,1,0,1,0,0,3,0,0,1,2,"8,691"
1048,New Jersey,Cities,Colts Neck Township,1,0,1,0,0,0,0,1,0,0,0,1,"9,944"
1049,New Jersey,Cities,Cranbury Township,1,1,0,0,0,0,0,1,0,0,1,0,"3,900"
1050,New Jersey,Cities,Deal,1,1,0,0,0,0,0,1,1,0,0,0,730
1051,New Jersey,Cities,Delanco Township,2,2,0,0,0,0,0,2,2,0,0,0,"4,509"
1052,New Jersey,Cities,Denville Township,1,1,0,0,0,0,0,1,0,1,0,0,"16,737"
1053,New Jersey,Cities,Dover,2,2,0,0,0,0,0,2,0,0,1,1,"17,982"
1054,New Jersey,Cities,Dumont,2,1,1,0,0,0,0,2,0,0,0,2,"17,825"
1055,New Jersey,Cities,East Brunswick Township3,15,7,5,3,0,0,0,14,3,4,3,4,"48,342"
1056,New Jersey,Cities,East Hanover Township,1,1,0,0,0,0,0,1,0,0,1,0,"11,084"
1057,New Jersey,Cities,East Orange,1,0,1,0,0,0,0,1,0,0,0,1,"64,625"
1058,New Jersey,Cities,East Rutherford,1,0,1,0,0,0,0,1,0,0,1,0,"9,941"
1059,New Jersey,Cities,Edison Township,4,0,4,0,0,0,0,4,2,0,0,2,"101,309"
1060,New Jersey,Cities,Egg Harbor Township,2,2,0,0,0,0,0,2,1,1,0,0,"43,276"
1061,New Jersey,Cities,Elizabeth,1,1,0,0,0,0,0,1,0,0,1,0,"129,080"
1062,New Jersey,Cities,Emerson,1,1,0,0,0,0,0,1,0,1,0,0,"7,679"
1063,New Jersey,Cities,Englewood,7,6,1,0,0,0,0,7,1,3,1,2,"28,988"
1064,New Jersey,Cities,Evesham Township3,23,12,10,1,0,0,0,22,7,8,5,2,"45,354"
1065,New Jersey,Cities,Fair Lawn,2,0,2,0,0,0,0,2,1,0,1,0,"33,413"
1066,New Jersey,Cities,Fort Lee,5,3,2,0,0,0,0,5,1,2,1,1,"37,729"
1067,New Jersey,Cities,Franklin Lakes,5,0,5,0,0,0,0,5,2,1,1,1,"11,191"
1068,New Jersey,Cities,"Franklin Township, Somerset County",1,1,0,0,0,0,0,1,0,0,1,0,"66,624"
1069,New Jersey,Cities,Freehold Borough,1,0,1,0,0,0,0,1,0,0,0,1,"11,873"
1070,New Jersey,Cities,Freehold Township,4,1,2,1,0,0,0,4,0,2,2,0,"34,896"
1071,New Jersey,Cities,Galloway Township,2,2,0,0,0,0,0,2,0,0,1,1,"36,467"
1072,New Jersey,Cities,Glen Ridge,1,1,0,0,0,0,0,1,0,0,1,0,"7,622"
1073,New Jersey,Cities,Gloucester City,1,1,0,0,0,0,0,1,0,0,0,1,"11,167"
1074,New Jersey,Cities,Hackensack,4,3,1,0,0,0,0,4,1,2,0,1,"44,926"
1075,New Jersey,Cities,Haddonfield,2,1,1,0,0,0,0,2,1,1,0,0,"11,253"
1076,New Jersey,Cities,"Hamilton Township, Atlantic County",1,1,0,0,0,0,0,1,0,0,0,1,"87,889"
1077,New Jersey,Cities,"Hamilton Township, Mercer County3",3,2,1,0,0,0,0,2,0,1,0,1,"26,380"
1078,New Jersey,Cities,Hanover Township,3,1,2,0,0,0,0,3,1,2,0,0,"14,583"
1079,New Jersey,Cities,Hardyston Township,1,1,0,0,0,0,0,1,0,1,0,0,"7,823"
1080,New Jersey,Cities,Harrison Township,1,1,0,0,0,0,0,1,1,0,0,0,"12,915"
1081,New Jersey,Cities,Haworth,2,0,2,0,0,0,0,2,0,0,0,2,"3,463"
1082,New Jersey,Cities,Highland Park,1,0,1,0,0,0,0,1,1,0,0,0,"13,989"
1083,New Jersey,Cities,Highlands,1,1,0,0,0,0,0,1,1,0,0,0,"4,794"
1084,New Jersey,Cities,Hightstown,2,2,0,0,0,0,0,2,0,0,1,1,"5,289"
1085,New Jersey,Cities,Hillsborough Township,1,0,0,1,0,0,0,1,1,0,0,0,"39,796"
1086,New Jersey,Cities,Hillsdale,9,2,7,0,0,0,0,9,1,0,1,7,"10,484"
1087,New Jersey,Cities,Hoboken,7,3,1,3,0,0,0,7,2,4,1,0,"55,096"
1088,New Jersey,Cities,Holmdel Township,2,1,1,0,0,0,0,2,0,0,0,2,"16,621"
1089,New Jersey,Cities,Hopewell Township,4,4,0,0,0,0,0,4,0,0,0,4,"18,000"
1090,New Jersey,Cities,Howell Township,14,11,2,1,0,0,0,14,2,8,1,3,"52,672"
1091,New Jersey,Cities,Jackson Township,1,0,1,0,0,0,0,1,1,0,0,0,"56,706"
1092,New Jersey,Cities,Jefferson Township,1,0,0,1,0,0,0,1,1,0,0,0,"21,071"
1093,New Jersey,Cities,Jersey City,4,3,1,0,0,0,0,4,0,1,3,0,"270,175"
1094,New Jersey,Cities,Keansburg,11,7,1,3,0,0,0,11,3,2,3,3,"9,766"
1095,New Jersey,Cities,Lakewood Township,18,2,16,0,0,0,0,18,3,3,11,1,"102,915"
1096,New Jersey,Cities,Lambertville,1,0,0,1,0,0,0,1,0,1,0,0,"3,811"
1097,New Jersey,Cities,Leonia,1,0,1,0,0,0,0,1,0,0,0,1,"9,175"
1098,New Jersey,Cities,Lincoln Park,1,1,0,0,0,0,0,1,0,0,1,0,"10,308"
1099,New Jersey,Cities,Linden,2,2,0,0,0,0,0,2,0,0,0,2,"42,806"
1100,New Jersey,Cities,Little Egg Harbor Township,1,1,0,0,0,0,0,1,0,0,0,1,"21,087"
1101,New Jersey,Cities,Little Falls Township,2,2,0,0,0,0,0,2,1,1,0,0,"14,306"
1102,New Jersey,Cities,Livingston Township,2,1,1,0,0,0,0,2,1,1,0,0,"29,820"
1103,New Jersey,Cities,Lodi,2,0,0,2,0,0,0,2,0,1,1,0,"24,720"
1104,New Jersey,Cities,Long Branch,1,1,0,0,0,0,0,1,0,1,0,0,"30,750"
1105,New Jersey,Cities,Lower Township,1,1,0,0,0,0,0,1,0,0,1,0,"21,617"
1106,New Jersey,Cities,Madison,13,12,1,0,0,0,0,13,1,0,1,11,"15,832"
1107,New Jersey,Cities,Mahwah Township,1,1,0,0,0,0,0,1,0,0,0,1,"26,501"
1108,New Jersey,Cities,Manalapan Township,10,4,5,1,0,0,0,10,3,3,2,2,"40,150"
1109,New Jersey,Cities,"Mansfield Township, Burlington County",3,3,0,0,0,0,0,3,0,1,0,2,"8,577"
1110,New Jersey,Cities,Maple Shade Township,3,3,0,0,0,0,0,3,3,0,0,0,"18,772"
1111,New Jersey,Cities,Maplewood Township,1,1,0,0,0,0,0,1,0,1,0,0,"24,635"
1112,New Jersey,Cities,Marlboro Township,6,3,3,0,0,0,0,6,0,0,4,2,"40,338"
1113,New Jersey,Cities,Medford Township,7,4,3,0,0,0,0,7,2,1,1,3,"23,558"
1114,New Jersey,Cities,Mendham,1,0,1,0,0,0,0,1,1,0,0,0,"4,905"
1115,New Jersey,Cities,Merchantville,1,1,0,0,0,0,0,1,1,0,0,0,"3,712"
1116,New Jersey,Cities,Metuchen,1,0,1,0,0,0,0,1,0,1,0,0,"14,262"
1117,New Jersey,Cities,Middle Township,1,0,0,1,0,0,0,1,1,0,0,0,"18,358"
1118,New Jersey,Cities,Middletown Township,4,1,2,1,0,0,0,4,0,3,0,1,"65,469"
1119,New Jersey,Cities,Millburn Township,2,0,2,0,0,0,0,2,0,0,0,2,"20,250"
1120,New Jersey,Cities,Millville,2,1,0,1,0,0,0,2,0,1,1,0,"27,837"
1121,New Jersey,Cities,Monmouth Beach,1,0,1,0,0,0,0,1,0,1,0,0,"3,231"
1122,New Jersey,Cities,"Monroe Township, Gloucester County",4,1,1,0,0,0,2,4,2,1,0,1,"36,498"
1123,New Jersey,Cities,"Monroe Township, Middlesex County",4,1,3,0,0,0,0,4,0,1,2,1,"45,597"
1124,New Jersey,Cities,Montclair,3,2,1,0,0,0,0,3,1,0,1,1,"38,893"
1125,New Jersey,Cities,Montgomery Township,2,2,0,0,0,0,0,2,0,0,1,1,"23,515"
1126,New Jersey,Cities,Montville Township,1,0,1,0,0,0,0,1,1,0,0,0,"21,396"
1127,New Jersey,Cities,Moorestown Township,7,6,1,0,0,0,0,7,2,1,3,1,"20,510"
1128,New Jersey,Cities,Morris Township,1,0,1,0,0,0,0,1,1,0,0,0,"22,183"
1129,New Jersey,Cities,Mountainside,1,0,1,0,0,0,0,1,0,1,0,0,"6,925"
1130,New Jersey,Cities,Mount Holly Township,1,1,0,0,0,0,0,1,0,1,0,0,"9,658"
1131,New Jersey,Cities,Mount Laurel Township,2,1,1,0,0,0,0,2,0,0,1,1,"41,629"
1132,New Jersey,Cities,Neptune Township,19,8,8,2,0,0,1,19,0,0,2,17,"27,825"
1133,New Jersey,Cities,New Brunswick,1,0,0,1,0,0,0,1,0,0,0,1,"56,577"
1134,New Jersey,Cities,New Milford,2,1,1,0,0,0,0,2,0,0,0,2,"16,701"
1135,New Jersey,Cities,New Providence,4,2,1,0,1,0,0,4,1,1,0,2,"13,283"
